date,ccu
2022-10-17,4190332.0
2022-10-18,3917505.0
2022-10-19,3791625.0
2022-10-20,3948057.0
2022-10-21,4666072.0
2022-10-22,6814529.0
2022-10-23,6829927.0
2022-10-24,4342263.0
2022-10-25,4195148.0
2022-10-26,4124552.0
2022-10-27,4227849.0
2022-10-28,5122038.0
2022-10-29,6642854.0
2022-10-30,6645393.0
2022-10-31,4438452.0
2022-11-01,4339806.0
2022-11-02,4559592.0
2022-11-03,4083982.0
2022-11-04,4763665.0
2022-11-05,6881037.0
2022-11-06,6659896.0
2022-11-07,4201009.0
2022-11-08,4345690.0
2022-11-09,3674667.0
2022-11-10,3963610.0
2022-11-11,5231586.0
2022-11-12,6869310.0
2022-11-13,6753199.0
2022-11-14,4323246.0
2022-11-15,4114435.0
2022-11-16,3784955.0
2022-11-17,3906738.0
2022-11-18,4673399.0
2022-11-19,6894350.0
2022-11-20,6801439.0
2022-11-21,5125519.0
2022-11-22,4803417.0
2022-11-23,5187985.0
2022-11-24,5454428.0
2022-11-25,6236986.0
2022-11-26,6938851.0
2022-11-27,6773446.0
2022-11-28,4510466.0
2022-11-29,3899004.0
2022-11-30,3946200.0
2022-12-01,4093261.0
2022-12-02,4792038.0
2022-12-03,7259788.0
2022-12-04,6628969.0
2022-12-05,4349252.0
2022-12-06,3965157.0
2022-12-07,3977865.0
2022-12-08,4267838.0
2022-12-09,5094527.0
2022-12-10,7431504.0
2022-12-11,6844751.0
2022-12-12,4532167.0
2022-12-13,4308792.0
2022-12-14,4306104.0
2022-12-15,4580137.0
2022-12-16,5113127.0
2022-12-17,7076364.0
2022-12-18,6833009.0
2022-12-19,5793551.0
2022-12-20,5870038.0
2022-12-21,6073618.0
2022-12-22,6519570.0
2022-12-23,7081822.0
2022-12-24,7187343.0
2022-12-25,5992627.0
2022-12-26,6909733.0
2022-12-27,7261486.0
2022-12-28,7409829.0
2022-12-29,7546183.0
2022-12-30,7509980.0
2022-12-31,7042900.0
2023-01-01,7166645.0
2023-01-02,7365547.0
2023-01-03,6757190.0
2023-01-04,6382803.0
2023-01-05,6171189.0
2023-01-06,6370504.0
2023-01-07,8101343.0
2023-01-08,7445135.0
2023-01-09,5333211.0
2023-01-10,5071557.0
2023-01-11,4999782.0
2023-01-12,5096914.0
2023-01-13,5884251.0
2023-01-14,8509810.0
2023-01-15,7813220.0
2023-01-16,7273985.0
2023-01-17,5294493.0
2023-01-18,5236012.0
2023-01-19,5397837.0
2023-01-20,6027277.0
2023-01-21,7570482.0
2023-01-22,8000430.0
2023-01-23,5672914.0
2023-01-24,5312178.0
2023-01-25,5623550.0
2023-01-26,5501140.0
2023-01-27,6291407.0
2023-01-28,8650315.0
2023-01-29,7965856.0
2023-01-30,5741343.0
2023-01-31,5730235.0
2023-02-01,5637007.0
2023-02-02,5584953.0
2023-02-03,6320490.0
2023-02-04,9306605.0
2023-02-05,8241649.0
2023-02-06,5595002.0
2023-02-07,5112353.0
2023-02-08,5108985.0
2023-02-09,5138965.0
2023-02-10,5784405.0
2023-02-11,8997464.0
2023-02-12,8292950.0
2023-02-13,5383643.0
2023-02-14,5067855.0
2023-02-15,5176412.0
2023-02-16,5396757.0
2023-02-17,6471817.0
2023-02-18,9163374.0
2023-02-19,8150626.0
2023-02-20,7583421.0
2023-02-21,6134001.0
2023-02-22,6152526.0
2023-02-23,5922389.0
2023-02-24,6601066.0
2023-02-25,9614932.0
2023-02-26,8333453.0
2023-02-27,5508174.0
2023-02-28,5154718.0
2023-03-01,4865781.0
2023-03-02,4915544.0
2023-03-03,5680723.0
2023-03-04,8885076.0
2023-03-05,7986663.0
2023-03-06,4966592.0
2023-03-07,4901078.0
2023-03-08,4868016.0
2023-03-09,4823743.0
2023-03-10,5766260.0
2023-03-11,9198495.0
2023-03-12,8224404.0
2023-03-13,5596793.0
2023-03-14,5376658.0
2023-03-15,5294279.0
2023-03-16,5321892.0
2023-03-17,6265903.0
2023-03-18,8461043.0
2023-03-19,7941558.0
2023-03-20,5421204.0
2023-03-21,4848106.0
2023-03-22,4836900.0
2023-03-23,4928462.0
2023-03-24,5832365.0
2023-03-25,8684440.0
2023-03-26,8091330.0
2023-03-27,5352267.0
2023-03-28,5221093.0
2023-03-29,5205390.0
2023-03-30,5150748.0
2023-03-31,6032837.0
2023-04-01,8808481.0
2023-04-02,7843161.0
2023-04-03,5726138.0
2023-04-04,5505812.0
2023-04-05,5666450.0
2023-04-06,6298095.0
2023-04-07,7819377.0
2023-04-08,8446561.0
2023-04-09,7541359.0
2023-04-10,6380915.0
2023-04-11,5394638.0
2023-04-12,5347317.0
2023-04-13,5363097.0
2023-04-14,5967761.0
2023-04-15,8303646.0
2023-04-16,7683699.0
2023-04-17,5049013.0
2023-04-18,4711970.0
2023-04-19,4657931.0
2023-04-20,4872378.0
2023-04-21,5541197.0
2023-04-22,7841502.0
2023-04-23,7489574.0
2023-04-24,4997339.0
2023-04-25,4604296.0
2023-04-26,4441792.0
2023-04-27,4504837.0
2023-04-28,5228130.0
2023-04-29,7955327.0
2023-04-30,7641278.0
2023-05-01,5849877.0
2023-05-02,4579481.0
2023-05-03,4288934.0
2023-05-04,4107460.0
2023-05-05,4912538.0
2023-05-06,7436373.0
2023-05-07,7037477.0
2023-05-08,4748143.0
2023-05-09,4136953.0
2023-05-10,4194993.0
2023-05-11,3988768.0
2023-05-12,4694192.0
2023-05-13,7278752.0
2023-05-14,6609188.0
2023-05-15,4357548.0
2023-05-16,3979528.0
2023-05-17,4072829.0
2023-05-18,4096706.0
2023-05-19,4740493.0
2023-05-20,6836720.0
2023-05-21,6602104.0
2023-05-22,4323016.0
2023-05-23,4064231.0
2023-05-24,4231111.0
2023-05-25,4295801.0
2023-05-26,5217556.0
2023-05-27,6879421.0
2023-05-28,6513827.0
2023-05-29,5515011.0
2023-05-30,4759509.0
2023-05-31,4834282.0
2023-06-01,4593473.0
2023-06-02,5287268.0
2023-06-03,6533477.0
2023-06-04,6566542.0
2023-06-05,4863714.0
2023-06-06,4827554.0
2023-06-07,4927601.0
2023-06-08,5396023.0
2023-06-09,5621024.0
2023-06-10,6753583.0
2023-06-11,6556052.0
2023-06-12,5384861.0
2023-06-13,5230849.0
2023-06-14,5258818.0
2023-06-15,5269208.0
2023-06-16,5632005.0
2023-06-17,6297589.0
2023-06-18,6337155.0
2023-06-19,5807501.0
2023-06-20,5631187.0
2023-06-21,5650178.0
2023-06-22,5696947.0
2023-06-23,5970980.0
2023-06-24,6611310.0
2023-06-25,6494829.0
2023-06-26,5926614.0
2023-06-27,5944142.0
2023-06-28,5901241.0
2023-06-29,6000599.0
2023-06-30,6350697.0
2023-07-01,6473859.0
2023-07-02,6508284.0
2023-07-03,6202749.0
2023-07-04,6047015.0
2023-07-05,6201124.0
2023-07-06,6251824.0
2023-07-07,6318210.0
2023-07-08,6541727.0
2023-07-09,6660564.0
2023-07-10,6442446.0
2023-07-11,6412789.0
2023-07-12,6436884.0
2023-07-13,6497423.0
2023-07-14,6619105.0
2023-07-15,6632796.0
2023-07-16,6820492.0
2023-07-17,6658274.0
2023-07-18,6810041.0
2023-07-19,6811596.0
2023-07-20,6763043.0
2023-07-21,6675271.0
2023-07-22,6771696.0
2023-07-23,6830586.0
2023-07-24,6863495.0
2023-07-25,6783986.0
2023-07-26,6935378.0
2023-07-27,6896394.0
2023-07-28,6909229.0
2023-07-29,7009806.0
2023-07-30,7168494.0
2023-07-31,7070037.0
2023-08-01,6804544.0
2023-08-02,6811705.0
2023-08-03,6663337.0
2023-08-04,6789263.0
2023-08-05,7274950.0
2023-08-06,7339051.0
2023-08-07,6867451.0
2023-08-08,6652302.0
2023-08-09,6468495.0
2023-08-10,6343265.0
2023-08-11,6462705.0
2023-08-12,7273542.0
2023-08-13,7328186.0
2023-08-14,6328541.0
2023-08-15,6212070.0
2023-08-16,5942925.0
2023-08-17,5978741.0
2023-08-18,6348448.0
2023-08-19,6837542.0
2023-08-20,6975440.0
2023-08-21,5554634.0
2023-08-22,5686943.0
2023-08-23,5996393.0
2023-08-24,6071393.0
2023-08-25,6519395.0
2023-08-26,7782408.0
2023-08-27,7701752.0
2023-08-28,6013668.0
2023-08-29,6006469.0
2023-08-30,5986173.0
2023-08-31,5941108.0
2023-09-01,6359140.0
2023-09-02,7738989.0
2023-09-03,7495912.0
2023-09-04,6447871.0
2023-09-05,4909221.0
2023-09-06,4817259.0
2023-09-07,4909106.0
2023-09-08,5621925.0
2023-09-09,7983973.0
2023-09-10,7773193.0
2023-09-11,5115569.0
2023-09-12,4611535.0
2023-09-13,4450960.0
2023-09-14,4396227.0
2023-09-15,5196927.0
2023-09-16,7622095.0
2023-09-17,7448594.0
2023-09-18,4888322.0
2023-09-19,4395310.0
2023-09-20,4372458.0
2023-09-21,4242674.0
2023-09-22,5172048.0
2023-09-23,7529239.0
2023-09-24,7354047.0
2023-09-25,4866165.0
2023-09-26,4450481.0
2023-09-27,4466550.0
2023-09-28,4436618.0
2023-09-29,5136816.0
2023-09-30,7483817.0
2023-10-01,7410264.0
2023-10-02,4855879.0
2023-10-03,4400596.0
2023-10-04,4415046.0
2023-10-05,4470575.0
2023-10-06,5461324.0
2023-10-07,7705236.0
2023-10-08,7564924.0
2023-10-09,5847991.0
2023-10-10,4702826.0
2023-10-11,4994014.0
2023-10-12,5366742.0
2023-10-13,6526448.0
2023-10-14,8555970.0
2023-10-15,8403532.0
2023-10-16,5463337.0
2023-10-17,4956631.0
2023-10-18,4842659.0
2023-10-19,4979142.0
2023-10-20,6026113.0
2023-10-21,8130496.0
2023-10-22,8369305.0
2023-10-23,5439222.0
2023-10-24,5124651.0
2023-10-25,5126611.0
2023-10-26,5152603.0
2023-10-27,6138804.0
2023-10-28,8227602.0
2023-10-29,8293428.0
2023-10-30,5431840.0
2023-10-31,4993752.0
2023-11-01,5383556.0
2023-11-02,5807092.0
2023-11-03,6326028.0
2023-11-04,8273533.0
2023-11-05,7995800.0
2023-11-06,5064071.0
2023-11-07,4739690.0
2023-11-08,4387266.0
2023-11-09,4436357.0
2023-11-10,6187152.0
2023-11-11,8033280.0
2023-11-12,7950814.0
2023-11-13,5152148.0
2023-11-14,4591928.0
2023-11-15,4926972.0
2023-11-16,4662967.0
2023-11-17,5688130.0
2023-11-18,7988278.0
2023-11-19,8069935.0
2023-11-20,6446268.0
2023-11-21,5835925.0
2023-11-22,6430344.0
2023-11-23,6458031.0
2023-11-24,7454795.0
2023-11-25,8184977.0
2023-11-26,8018893.0
2023-11-27,5502910.0
2023-11-28,4673381.0
2023-11-29,4626615.0
2023-11-30,4850863.0
2023-12-01,5884133.0
2023-12-02,8258206.0
2023-12-03,8416511.0
2023-12-04,5346258.0
2023-12-05,5048460.0
2023-12-06,5205851.0
2023-12-07,5336913.0
2023-12-08,6253222.0
2023-12-09,8520036.0
2023-12-10,7475409.0
2023-12-11,5529985.0
2023-12-12,5375872.0
2023-12-13,5450323.0
2023-12-14,5440070.0
2023-12-15,6399948.0
2023-12-16,8538093.0
2023-12-17,8169040.0
2023-12-18,6558683.0
2023-12-19,6596242.0
2023-12-20,6703499.0
2023-12-21,7194289.0
2023-12-22,7892779.0
2023-12-23,8418638.0
2023-12-24,7471984.0
2023-12-25,7340140.0
2023-12-26,8284502.0
2023-12-27,8700487.0
2023-12-28,8899253.0
2023-12-29,8948571.0
2023-12-30,9051665.0
2023-12-31,8540389.0
2024-01-01,8635398.0
2024-01-02,8590334.0
2024-01-03,8394066.0
2024-01-04,7977301.0
2024-01-05,8175275.0
2024-01-06,9062759.0
2024-01-07,8842571.0
2024-01-08,6684955.0
2024-01-09,6571488.0
2024-01-10,6277003.0
2024-01-11,6282185.0
2024-01-12,7515524.0
2024-01-13,9543836.0
2024-01-14,9158137.0
2024-01-15,8625605.0
2024-01-16,7487945.0
2024-01-17,6884145.0
2024-01-18,6675420.0
2024-01-19,7650749.0
2024-01-20,9714443.0
2024-01-21,9379192.0
2024-01-22,6979388.0
2024-01-23,6807750.0
2024-01-24,6546431.0
2024-01-25,6555700.0
2024-01-26,7506881.0
2024-01-27,9444280.0
2024-01-28,9322032.0
2024-01-29,6545793.0
2024-01-30,6193511.0
2024-01-31,6137088.0
2024-02-01,6066889.0
2024-02-02,6755065.0
2024-02-03,8978501.0
2024-02-04,8794841.0
2024-02-05,6090454.0
2024-02-06,5583031.0
2024-02-07,5623874.0
2024-02-08,5811844.0
2024-02-09,6622848.0
2024-02-10,8801494.0
2024-02-11,8754670.0
2024-02-12,6423283.0
2024-02-13,6541935.0
2024-02-14,6230024.0
2024-02-15,6122617.0
2024-02-16,7268455.0
2024-02-17,9365968.0
2024-02-18,9003896.0
2024-02-19,7684476.0
2024-02-20,5971953.0
2024-02-21,5792055.0
2024-02-22,6012434.0
2024-02-23,6843493.0
2024-02-24,9066281.0
2024-02-25,8909089.0
2024-02-26,5853608.0
2024-02-27,5545054.0
2024-02-28,5412800.0
2024-02-29,5518619.0
2024-03-01,6331579.0
2024-03-02,9140626.0
2024-03-03,8758784.0
2024-03-04,5643786.0
2024-03-05,5283641.0
2024-03-06,5144422.0
2024-03-07,5438304.0
2024-03-08,6502362.0
2024-03-09,8999622.0
2024-03-10,8722923.0
2024-03-11,5816137.0
2024-03-12,5529546.0
2024-03-13,5604343.0
2024-03-14,5687380.0
2024-03-15,7297340.0
2024-03-16,9215936.0
2024-03-17,9033901.0
2024-03-18,6087382.0
2024-03-19,5568795.0
2024-03-20,5495741.0
2024-03-21,5524111.0
2024-03-22,6520018.0
2024-03-23,8972839.0
2024-03-24,9134002.0
2024-03-25,6783037.0
2024-03-26,6631812.0
2024-03-27,6700068.0
2024-03-28,7432040.0
2024-03-29,8711358.0
2024-03-30,8806857.0
2024-03-31,8515790.0
2024-04-01,7530324.0
2024-04-02,6630046.0
2024-04-03,6397146.0
2024-04-04,6357154.0
2024-04-05,6770023.0
2024-04-06,8819141.0
2024-04-07,8789722.0
2024-04-08,6312462.0
2024-04-09,5764962.0
2024-04-10,5624452.0
2024-04-11,5429988.0
2024-04-12,6220117.0
2024-04-13,8687264.0
2024-04-14,8788009.0
2024-04-15,5953729.0
2024-04-16,5349656.0
2024-04-17,5427800.0
2024-04-18,5485055.0
2024-04-19,6407065.0
2024-04-20,9125257.0
2024-04-21,9121272.0
2024-04-22,5880357.0
2024-04-23,5477332.0
2024-04-24,5509708.0
2024-04-25,5619783.0
2024-04-26,6523274.0
2024-04-27,9007593.0
2024-04-28,8989703.0
2024-04-29,6086389.0
2024-04-30,5823481.0
2024-05-01,6587463.0
2024-05-02,5440199.0
2024-05-03,6158510.0
2024-05-04,8745901.0
2024-05-05,8815012.0
2024-05-06,6012591.0
2024-05-07,5226006.0
2024-05-08,5483576.0
2024-05-09,5712248.0
2024-05-10,6499445.0
2024-05-11,8846687.0
2024-05-12,8598432.0
2024-05-13,5681110.0
2024-05-14,5411062.0
2024-05-15,5478431.0
2024-05-16,5268384.0
2024-05-17,6184951.0
2024-05-18,8614365.0
2024-05-19,8810665.0
2024-05-20,6075489.0
2024-05-21,5713203.0
2024-05-22,5903206.0
2024-05-23,6136972.0
2024-05-24,6930434.0
2024-05-25,8676265.0
2024-05-26,8617325.0
2024-05-27,7320410.0
2024-05-28,6335619.0
2024-05-29,6366620.0
2024-05-30,6743640.0
2024-05-31,7316494.0
2024-06-01,8507664.0
2024-06-02,8804881.0
2024-06-03,6603600.0
2024-06-04,6486285.0
2024-06-05,6523416.0
2024-06-06,6593551.0
2024-06-07,7199148.0
2024-06-08,8688322.0
2024-06-09,8984950.0
2024-06-10,7230684.0
2024-06-11,6953386.0
2024-06-12,7026345.0
2024-06-13,7169422.0
2024-06-14,7578293.0
2024-06-15,8744992.0
2024-06-16,8668396.0
2024-06-17,7742335.0
2024-06-18,7540943.0
2024-06-19,7750800.0
2024-06-20,7745081.0
2024-06-21,8076482.0
2024-06-22,8743514.0
2024-06-23,8790526.0
2024-06-24,7884904.0
2024-06-25,7806440.0
2024-06-26,7766279.0
2024-06-27,7921279.0
2024-06-28,8392510.0
2024-06-29,8967120.0
2024-06-30,9064619.0
2024-07-01,8635403.0
2024-07-02,8433113.0
2024-07-03,8487744.0
2024-07-04,8385037.0
2024-07-05,8727345.0
2024-07-06,9157300.0
2024-07-07,9262083.0
2024-07-08,8861022.0
2024-07-09,8798823.0
2024-07-10,8818015.0
2024-07-11,8755587.0
2024-07-12,8892073.0
2024-07-13,9056749.0
2024-07-14,9162048.0
2024-07-15,8999945.0
2024-07-16,9098358.0
2024-07-17,8807868.0
2024-07-18,8896695.0
2024-07-19,9025995.0
2024-07-20,9016335.0
2024-07-21,9102731.0
2024-07-22,9217793.0
2024-07-23,9176435.0
2024-07-24,9188612.0
2024-07-25,9136575.0
2024-07-26,9192114.0
2024-07-27,9217623.0
2024-07-28,9354115.0
2024-07-29,9131052.0
2024-07-30,9008634.0
2024-07-31,8911290.0
2024-08-01,9092772.0
2024-08-02,9231841.0
2024-08-03,9672689.0
2024-08-04,9826564.0
2024-08-05,9113782.0
2024-08-06,9004674.0
2024-08-07,8727126.0
2024-08-08,8704445.0
2024-08-09,8822255.0
2024-08-10,9654977.0
2024-08-11,9807806.0
2024-08-12,8405157.0
2024-08-13,8326747.0
2024-08-14,8113547.0
2024-08-15,8148355.0
2024-08-16,8570158.0
2024-08-17,10208350.0
2024-08-18,10025200.0
2024-08-19,8096182.0
2024-08-20,7905727.0
2024-08-21,7859679.0
2024-08-22,8063316.0
2024-08-23,8554600.0
2024-08-24,10069380.0
2024-08-25,10062429.0
2024-08-26,7766447.0
2024-08-27,7395727.0
2024-08-28,7401861.0
2024-08-29,7427843.0
2024-08-30,8171934.0
2024-08-31,10258074.0
2024-09-01,9902727.0
2024-09-02,8671802.0
2024-09-03,7211216.0
2024-09-04,6614146.0
2024-09-05,6280899.0
2024-09-06,7365887.0
2024-09-07,9980047.0
2024-09-08,9872554.0
2024-09-09,6744799.0
2024-09-10,6311500.0
2024-09-11,6282603.0
2024-09-12,6108645.0
2024-09-13,7390267.0
2024-09-14,10323773.0
2024-09-15,10238566.0
2024-09-16,7373082.0
2024-09-17,6720684.0
2024-09-18,6146484.0
2024-09-19,5908104.0
2024-09-20,7005246.0
2024-09-21,9919368.0
2024-09-22,9744323.0
2024-09-23,6751849.0
2024-09-24,6053713.0
2024-09-25,5898907.0
2024-09-26,6107298.0
2024-09-27,7374532.0
2024-09-28,10133683.0
2024-09-29,9890037.0
2024-09-30,6801411.0
2024-10-01,6310130.0
2024-10-02,5994038.0
2024-10-03,6126514.0
2024-10-04,7166187.0
2024-10-05,9758874.0
2024-10-06,9647389.0
2024-10-07,6502462.0
2024-10-08,5991883.0
2024-10-09,5835661.0
2024-10-10,6005334.0
2024-10-11,7280752.0
2024-10-12,9407091.0
2024-10-13,9439007.0
2024-10-14,7509735.0
2024-10-15,6208327.0
2024-10-16,5797030.0
2024-10-17,5878085.0
2024-10-18,6992023.0
2024-10-19,10296914.0
2024-10-20,9846192.0
2024-10-21,6516848.0
2024-10-22,6235755.0
2024-10-23,6290346.0
2024-10-24,6345011.0
2024-10-25,7485742.0
2024-10-26,9937149.0
2024-10-27,9918638.0
2024-10-28,6962147.0
2024-10-29,6549372.0
2024-10-30,6638817.0
2024-10-31,6855280.0
2024-11-01,7974803.0
2024-11-02,10008271.0
2024-11-03,9785718.0
2024-11-04,6612762.0
2024-11-05,6406687.0
2024-11-06,5721157.0
2024-11-07,5529800.0
2024-11-08,6870969.0
2024-11-09,9740379.0
2024-11-10,9841128.0
2024-11-11,7205382.0
2024-11-12,6290806.0
2024-11-13,5900917.0
2024-11-14,5901361.0
2024-11-15,7322680.0
2024-11-16,10061856.0
2024-11-17,9908225.0
2024-11-18,6921662.0
2024-11-19,6030142.0
2024-11-20,6329327.0
2024-11-21,5896499.0
2024-11-22,7131878.0
2024-11-23,10084950.0
2024-11-24,9803678.0
2024-11-25,7068008.0
2024-11-26,6962020.0
2024-11-27,7679433.0
2024-11-28,7771112.0
2024-11-29,9093336.0
2024-11-30,9866705.0
2024-12-01,9497491.0
2024-12-02,6703384.0
2024-12-03,6101847.0
2024-12-04,6703384.0
2024-12-05,6269048.0
2024-12-06,7213256.0
2024-12-07,10074213.0
2024-12-08,9860438.0
2024-12-09,6899657.0
2024-12-10,6553945.0
2024-12-11,6558712.0
2024-12-12,6748052.0
2024-12-13,7640382.0
2024-12-14,11516348.0
2024-12-15,10466463.0
2024-12-16,7621136.0
2024-12-17,7651792.0
2024-12-18,7753399.0
2024-12-19,8055706.0
2024-12-20,9162104.0
2024-12-21,10835003.0
2024-12-22,10612830.0
2024-12-23,10703374.0
2024-12-24,9938305.0
2024-12-25,9890384.0
2024-12-26,11409275.0
2024-12-27,12054732.0
2024-12-28,11795591.0
2024-12-29,11850354.0
2024-12-30,12259299.0
2024-12-31,11695618.0
2025-01-01,11186797.0
2025-01-02,11239312.0
2025-01-03,11502926.0
2025-01-04,11833608.0
2025-01-05,11409624.0
2025-01-06,10148169.0
2025-01-07,9133161.0
2025-01-08,8816506.0
2025-01-09,8653362.0
2025-01-10,9801271.0
2025-01-11,11899647.0
2025-01-12,11340012.0
2025-01-13,8559400.0
2025-01-14,7854957.0
2025-01-15,7720997.0
2025-01-16,7807200.0
2025-01-17,8894055.0
2025-01-18,11826473.0
2025-01-19,11480782.0
2025-01-20,10575643.0
2025-01-21,8900839.0
2025-01-22,8582662.0
2025-01-23,8112959.0
2025-01-24,9278313.0
2025-01-25,12087474.0
2025-01-26,11650357.0
2025-01-27,9037096.0
2025-01-28,8373749.0
2025-01-29,8404674.0
2025-01-30,7990728.0
2025-01-31,9298613.0
2025-02-01,11997725.0
2025-02-02,11482711.0
2025-02-03,8329636.0
2025-02-04,7614386.0
2025-02-05,7456626.0
2025-02-06,7812222.0
2025-02-07,8628079.0
2025-02-08,12289894.0
2025-02-09,11775299.0
2025-02-10,7942707.0
2025-02-11,7546335.0
2025-02-12,7782338.0
2025-02-13,7735987.0
2025-02-14,8964112.0
2025-02-15,12344013.0
2025-02-16,11866457.0
2025-02-17,10155232.0
2025-02-18,8302232.0
2025-02-19,8316688.0
2025-02-20,8385205.0
2025-02-21,9075672.0
2025-02-22,12079490.0
2025-02-23,11636569.0
2025-02-24,8196893.0
2025-02-25,7460200.0
2025-02-26,7290171.0
2025-02-27,7435027.0
2025-02-28,8873281.0
2025-03-01,12150930.0
2025-03-02,11544854.0
2025-03-03,8444152.0
2025-03-04,8177733.0
2025-03-05,7960957.0
2025-03-06,7412413.0
2025-03-07,8641013.0
2025-03-08,12028316.0
2025-03-09,11655633.0
2025-03-10,8017336.0
2025-03-11,7391875.0
2025-03-12,7406776.0
2025-03-13,7292381.0
2025-03-14,9039878.0
2025-03-15,12303000.0
2025-03-16,11987830.0
2025-03-17,8277940.0
2025-03-18,7600911.0
2025-03-19,7621409.0
2025-03-20,7624730.0
2025-03-21,9071633.0
2025-03-22,12092927.0
2025-03-23,12530135.0
2025-03-24,8620736.0
2025-03-25,8093112.0
2025-03-26,8059560.0
2025-03-27,8094237.0
2025-03-28,9397863.0
2025-03-29,13015298.0
2025-03-30,12413691.0
2025-03-31,8603013.0
2025-04-01,8282761.0
2025-04-02,8275990.0
2025-04-03,7994478.0
2025-04-04,8919606.0
2025-04-05,12303025.0
2025-04-06,12257218.0
2025-04-07,8623591.0
2025-04-08,8195109.0
2025-04-09,8217869.0
2025-04-10,8189148.0
2025-04-11,9298221.0
2025-04-12,12586708.0
2025-04-13,12146923.0
2025-04-14,9305383.0
2025-04-15,9274522.0
2025-04-16,9440863.0
2025-04-17,10377293.0
2025-04-18,12563313.0
2025-04-19,13564533.0
2025-04-20,12202729.0
2025-04-21,11236790.0
2025-04-22,9233324.0
2025-04-23,9173259.0
2025-04-24,9149092.0
2025-04-25,10118574.0
2025-04-26,13521039.0
2025-04-27,12729391.0
2025-04-28,8835806.0
2025-04-29,8767536.0
2025-04-30,9585321.0
2025-05-01,10469816.0
2025-05-02,10943355.0
2025-05-03,13956307.0
2025-05-04,13259756.0
2025-05-05,9725188.0
2025-05-06,8991151.0
2025-05-07,9000530.0
2025-05-08,9241015.0
2025-05-09,10078066.0
2025-05-10,14313618.0
2025-05-11,13400904.0
2025-05-12,9588764.0
2025-05-13,8952769.0
2025-05-14,9589066.0
2025-05-15,9355599.0
2025-05-16,10394259.0
2025-05-17,15857146.0
2025-05-18,13909094.0
2025-05-19,10339485.0
2025-05-20,10145268.0
2025-05-21,10094059.0
2025-05-22,10120001.0
2025-05-23,11945977.0
2025-05-24,17624097.0
2025-05-25,14581463.0
2025-05-26,12498697.0
2025-05-27,11879951.0
2025-05-28,12156986.0
2025-05-29,12189891.0
2025-05-30,13130538.0
2025-05-31,21363172.0
2025-06-01,14806396.0
2025-06-02,12044044.0
2025-06-03,11720671.0
2025-06-04,11875783.0
2025-06-05,11558763.0
2025-06-06,12372301.0
2025-06-07,21315293.0
2025-06-08,15119190.0
2025-06-09,12689878.0
2025-06-10,12071797.0
2025-06-11,12071570.0
2025-06-12,11975418.0
2025-06-13,13336821.0
2025-06-14,25737285.0
2025-06-15,14603799.0
2025-06-16,12558177.0
2025-06-17,12445829.0
2025-06-18,12845571.0
2025-06-19,13472967.0
2025-06-20,14735566.0
2025-06-21,30411498.0
2025-06-22,15357866.0
2025-06-23,13510487.0
2025-06-24,13914498.0
2025-06-25,13834680.0
2025-06-26,13847679.0
2025-06-27,14749736.0
2025-06-28,28135483.0
2025-06-29,15887187.0
2025-06-30,14811243.0
2025-07-01,14291518.0
2025-07-02,14367516.0
2025-07-03,14575259.0
2025-07-04,15925016.0
2025-07-05,28477011.0
2025-07-06,16927284.0
2025-07-07,15562229.0
2025-07-08,15310633.0
2025-07-09,15860660.0
2025-07-10,15394085.0
2025-07-11,16414870.0
2025-07-12,32019559.0
2025-07-13,16989847.0
2025-07-14,15657893.0
2025-07-15,15442710.0
2025-07-16,15706211.0
2025-07-17,13206774.0
